Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Total_Items,Age Group
7443578,M08075,"93009285, 15668462, 15668378, 7575120, 15668460, 15668685, 15668465, 15668688, 15668469, 7630965",17-08-2013,"Organic Rice & Rice Products, Gourd & Cucumber, Other Vegetables, Olive Oils, Gourd & Cucumber, Beans, Root Vegetables, Root Vegetables, Beans, Regular Pasta",Female,Gold,5,162,Credit Card,Delivered,10,46-55
7443695,M12050,"15668468, 15668377, 21409002, 15669775, 15668471, 15670267, 15668465, 7570555, 15668379, 15670250, 7729965, 15670251, 15668416, 15670158, 15670245, 15670241, 15668457, 15668685, 15668451",17-08-2013,"Beans, Root Vegetables, Moong Dal, Millet flour, Beans, Kidney Beans, Root Vegetables, Shoe Polish, Other Vegetables, Organic F&V, Sunflower Oils, Organic F&V, Banana, Organic F&V, Organic F&V, Organic F&V, Brinjals, Beans, Brinjals",Male,Silver,9,714,Cash,Pending,19,0-18
7443709,M33422,15668381,17-08-2013,Other Vegetables,Male,Gold,4,428,Cash,Pending,1,55+
7443773,M04158,15669761,17-08-2013,Whole Spices,Male,Bronze,8,829,Cash,Delivered,1,26-35
7443884,M48938,"15669869, 15670269, 34986328, 15668458, 15668466, 15668378",18-08-2013,"Moong Dal, Other Pulses, Kidney Beans, Brinjals, Root Vegetables, Other Vegetables",Female,Bronze,6,898,PayPal,Delivered,6,0-18
7444185,M34566,"15668457, 15668468, 15668378, 7625765, 15668478, 15668381, 15668462, 92910992, 15668688",17-08-2013,"Brinjals, Beans, Other Vegetables, Sunflower Oils, Banana, Other Vegetables, Gourd & Cucumber, Healthy Snacks, Root Vegetables",Female,Bronze,9,121,Credit Card,Delivered,9,36-45
7444622,M84827,"7735555, 15669856, 15670252, 15668416, 15668381, 15670162, 15668460, 7579518, 15668451, 15669866, 15669965, 15670260",18-08-2013,"Rasagulla & Gulab Jamun, Sugar, Organic F&V, Banana, Other Vegetables, Organic F&V, Gourd & Cucumber, Toothpaste, Brinjals, Other Pulses, Raisins, Organic F&V",Male,Gold,10,170,Cash,Shipped,12,19-25
7444635,M16611,"15670251, 7653015, 93073679, 7575323, 15668467, 7613346, 15668379",18-08-2013,"Organic F&V, Basmati Rice, Snacks, Sanitary Pads, Beans, Honey, Other Vegetables",Female,Bronze,8,165,Credit Card,Delivered,7,0-18
7444680,M32039,"92380489, 93073679, 15668465, 15668460, 15668381, 7569798, 15668378, 15668468, 7569799, 15669786, 15670250",18-08-2013,"Vermicelli, Snacks, Root Vegetables, Gourd & Cucumber, Other Vegetables, Snacks, Other Vegetables, Beans, Snacks,Flat Rice, Organic F&V",Female,Bronze,8,865,PayPal,Shipped,11,0-18
7444740,M90375,"7572301, 7653522, 7572302, 15669764, 7608484, 93176431",18-08-2013,"Snacks, Snacks, Snacks, Besan, Shaving Cream, Foam & Gels, Snacks",Female,Gold,9,758,Cash,Pending,6,55+
7444741,M55932,"15668379, 7587694, 15670251, 15670254, 15668687, 93105735, 15668381",18-08-2013,"Other Vegetables, Organic Masalas & Spices, Organic F&V, Organic F&V, Root Vegetables, Organic Masalas & Spices, Other Vegetables",Female,Silver,8,455,Cash,Pending,7,26-35
7444771,M32449,"15670251, 7580802, 7608484, 7561688, 93073679, 15670250, 7689353",18-08-2013,"Organic F&V, Sunflower Oils, Shaving Cream, Foam & Gels, Snacks, Snacks, Organic F&V, Ground Coffee",Female,Bronze,3,88,PayPal,Pending,7,36-45
7444985,M62833,15669799,18-08-2013,Raisins,Male,Silver,3,153,Cash,Pending,1,36-45
7445057,M46575,"15668460, 15668451, 15669885, 15669856, 15668375, 15668467, 92388173, 15669878, 15668378, 15668458, 15668381",18-08-2013,"Gourd & Cucumber, Brinjals, Moong Dal, Sugar, Root Vegetables, Beans, Snacks, Kidney Beans, Other Vegetables, Brinjals, Other Vegetables",Female,Bronze,7,292,PayPal,Pending,11,55+
7445370,M78720,"7580823, 15669859, 15668478, 15668379, 15669778, 15670251, 15668468, 7753779, 7578348, 7586502",18-08-2013,"Sunflower Oils, Kidney Beans, Banana, Other Vegetables, Other Pulses, Organic F&V, Beans, Health Drinks, Other Sauces, Chips",Female,Gold,5,213,PayPal,Shipped,10,36-45
7445502,M82651,"7543241, 15668457, 7642814, 15670251, 15668379, 15668375, 15669771, 15669780, 15668381, 15669764",18-08-2013,"Organic Pulses & Pulses, Brinjals, Basmati Rice, Organic F&V, Other Vegetables, Root Vegetables, Maida, Sugar, Other Vegetables, Besan",Male,Bronze,2,69,PayPal,Shipped,10,55+
7445515,M33767,"7627860, 15668466, 34986400, 15669782, 15669832",19-08-2013,"Sunflower Oils, Root Vegetables, Curd, Raw Rice, Sugar",Male,Bronze,3,151,Credit Card,Shipped,5,55+
7445660,M56897,"15668379, 15668478, 15669880, 7630967, 15668467, 34987249",19-08-2013,"Other Vegetables, Banana, Millet flour, Regular Pasta, Beans, Frozen Chicken",Male,Gold,5,478,Credit Card,Shipped,6,0-18
7445692,M51278,"15668416, 7572300, 21408947, 15669878, 92380875, 92387842",19-08-2013,"Banana, Snacks, Other Rice Products, Kidney Beans, Agarbatti, Other Sweets",Female,Bronze,9,247,Credit Card,Pending,6,55+
7445781,M18732,"21409004, 15668687, 15668381, 15668466, 15668467, 15668460, 15668378, 15668458",19-08-2013,"Other Pulses, Root Vegetables, Other Vegetables, Root Vegetables, Beans, Gourd & Cucumber, Other Vegetables, Brinjals",Female,Gold,2,494,Cash,Shipped,8,55+
7445884,M58761,"15669817, 34986112, 34986129, 15669772, 15669819, 15669773, 15669885, 34987566, 15669821, 15668379, 15669860",19-08-2013,"Whole Spices, Whole Spices, Whole Spices, Other Pulses, Other Pulses, Urad Dal, Moong Dal, Whole Spices, Whole Spices, Other Vegetables, Moong Dal",Male,Bronze,1,514,PayPal,Delivered,11,46-55
7446074,M35649,"15670245, 15670158, 15669878, 15669776, 15668460, 15669872, 15669817, 15670260, 15669874, 34986121, 15668468, 21409002, 15669866, 15668465, 15670250, 21408942, 15669879, 15668462, 15668688, 21408947, 15668478, 15670241, 15669857, 34987566, 15670251, 34986119, 15669880, 15670248, 15668379",18-08-2013,"Organic F&V, Organic F&V, Kidney Beans, Other Pulses, Gourd & Cucumber,Flat Rice, Whole Spices, Organic F&V,Flat Rice, Other Dry Fruits, Beans, Moong Dal, Other Pulses, Root Vegetables, Organic F&V, Other Rice Products, Other Pulses, Gourd & Cucumber, Root Vegetables, Other Rice Products, Banana, Organic F&V, Raw Peanuts, Whole Spices, Organic F&V, Whole Spices, Millet flour, Organic F&V, Other Vegetables",Male,Gold,7,34,Credit Card,Delivered,29,55+
7446121,M86572,"7569798, 15668375, 15668469, 15668451",18-08-2013,"Snacks, Root Vegetables, Beans, Brinjals",Male,Silver,4,388,Cash,Delivered,4,55+
7446251,M36876,"15668467, 15668451, 15669876, 15668685",18-08-2013,"Beans, Brinjals, Kidney Beans, Beans",Female,Silver,10,597,Cash,Delivered,4,55+
7446458,M38622,"15669816, 34986127, 7587658, 7587492, 7587661, 15669832, 7587491, 15670245, 15668687",18-08-2013,"Other Pulses, Whole Spices, Organic Salt,Sugar & Jaggery, Organic Salt,Sugar & Jaggery, Organic Pulses & Pulses, Sugar, Organic Flours, Organic F&V, Root Vegetables",Female,Bronze,0,443,Credit Card,Delivered,9,55+
7446459,M78365,"15668453, 15668469, 15668688, 15668460",18-08-2013,"Brinjals, Beans, Root Vegetables, Gourd & Cucumber",Female,Bronze,3,275,Cash,Pending,4,0-18
7446540,M36432,"15668684, 7735707, 15668462",19-08-2013,"Beans, Snacks, Gourd & Cucumber",Female,Gold,2,241,Credit Card,Shipped,3,55+
7446782,M27458,"7753732, 15669824, 15668688, 7753739, 15668460",19-08-2013,"Health Drinks, Raw Rice, Root Vegetables, Health Drinks, Gourd & Cucumber",Male,Gold,6,221,Credit Card,Shipped,5,55+
7446808,M41781,"15668519, 15668379, 15668468, 15668457, 7585573",19-08-2013,"Bread, Other Vegetables, Beans, Brinjals, Cakes",Female,Silver,10,638,Cash,Shipped,5,26-35
7447266,M56489,"7580823, 7572252, 15669811, 7579180, 15669780, 7753783",19-08-2013,"Sunflower Oils, Cooking Paste, Almonds, Soup, Sugar, Health Drinks",Female,Silver,7,165,Credit Card,Pending,6,55+
7447283,M50094,"15668467, 15668457, 15668471, 15668688, 15668379, 15668460",19-08-2013,"Beans, Brinjals, Beans, Root Vegetables, Other Vegetables, Gourd & Cucumber",Male,Gold,3,380,Credit Card,Delivered,6,55+
7447507,M64055,"15668595, 15668379, 34987220, 15668594, 15668468, 15668416, 34987224, 15668687, 15668451, 7580089",19-08-2013,"Exotic Vegetables, Other Vegetables, Ice Creams & Desserts, Exotic Vegetables, Beans, Banana, Ice Creams & Desserts, Root Vegetables, Brinjals, Ice Creams & Desserts",Female,Bronze,9,265,PayPal,Shipped,10,46-55
7447560,M31101,"15670245, 15668451, 15670196, 15669785, 15668462",20-08-2013,"Organic F&V, Brinjals, Organic F&V, Boiled Rice, Gourd & Cucumber",Female,Silver,1,757,Credit Card,Pending,5,46-55
7447650,M44156,"15669778, 15668451, 15668460, 15668416, 15669772, 15669860, 15668458",20-08-2013,"Other Pulses, Brinjals, Gourd & Cucumber, Banana, Other Pulses, Moong Dal, Brinjals",Male,Gold,5,619,PayPal,Shipped,7,55+
7447652,M56368,"15669863, 15668685, 15668460, 15669765, 15669780, 29247044, 15668379, 15668467",20-08-2013,"Moong Dal, Beans, Gourd & Cucumber, Urad Dal, Sugar, Besan, Other Vegetables, Beans",Female,Bronze,10,422,Credit Card,Pending,8,0-18
7447940,M42182,7586072,20-08-2013,Instant Pastas,Male,Bronze,6,378,PayPal,Pending,1,36-45
7448062,M04158,"7642810, 93141022, 92928537, 92928540, 15670242, 92873837",20-08-2013,"Basmati Rice, Yogurt & Lassi, Hand Wash, Hand Sanitizer, Organic F&V, Floor Cleaners",Male,Silver,9,712,PayPal,Shipped,6,55+
7448253,M76390,"15668594, 34986401, 15670248, 7573539, 15668379, 15668688, 92956738, 15668378, 15668494",20-08-2013,"Exotic Vegetables, Yogurt & Lassi, Organic F&V, Shampoo, Other Vegetables, Root Vegetables, Yogurt & Lassi, Other Vegetables, Exotic Vegetables",Female,Silver,6,845,Cash,Delivered,9,55+
7448425,M63404,"15668469, 15668458, 15668466, 34986125",20-08-2013,"Beans, Brinjals, Root Vegetables, Whole Spices",Female,Silver,5,89,PayPal,Pending,4,55+
7448610,M42513,15668468,21-08-2013,Beans,Male,Silver,4,292,Credit Card,Pending,1,46-55
7448621,M31101,"34986129, 15670242, 15670251, 15669764",21-08-2013,"Whole Spices, Organic F&V, Organic F&V, Besan",Female,Gold,3,37,Cash,Delivered,4,19-25
7448663,M77779,"15669862, 15668458, 15668379, 15669880, 7574197, 15669861, 15669884, 7541573, 34986328, 15670270, 15669832, 15668468, 15669872, 15668462, 15669835",20-08-2013,"Other Pulses, Brinjals, Other Vegetables, Millet flour, Vermicelli, Raw Peanuts, Whole Spices, Glucose, Marie & Milk Biscuits, Kidney Beans, Other Pulses, Sugar, Beans,Flat Rice, Gourd & Cucumber, Raw Rice",Female,Silver,3,90,PayPal,Pending,15,55+
7448687,M41700,"15668462, 21408942, 7587667, 7587490, 21409002, 15670267, 7757971, 93289486, 15668467",21-08-2013,"Gourd & Cucumber, Other Rice Products, Organic Pulses & Pulses, Organic Pulses & Pulses, Moong Dal, Kidney Beans, Ghee, Phenyles & Acids, Beans",Female,Bronze,9,406,Cash,Shipped,9,26-35
7448778,M46328,"15669817, 15669887, 15668379",21-08-2013,"Whole Spices, Maida, Other Vegetables",Male,Bronze,6,693,PayPal,Pending,3,55+
7448916,M31101,"15669772, 7572684",21-08-2013,"Other Pulses, Packaged Drinking Water",Female,Bronze,7,781,PayPal,Delivered,2,55+
7449019,M51278,"15669817, 15668460, 15668375, 15668379",21-08-2013,"Whole Spices, Gourd & Cucumber, Root Vegetables, Other Vegetables",Male,Gold,10,865,Cash,Delivered,4,55+
7449037,M59012,"15669861, 15669773, 15670251, 15668477, 15668462",21-08-2013,"Raw Peanuts, Urad Dal, Organic F&V, Exotic Vegetables, Gourd & Cucumber",Female,Bronze,10,15,Cash,Shipped,5,36-45
7449623,M32480,"15668478, 15668480, 7587656, 15668685, 15668468",21-08-2013,"Banana, Bread, Organic Rice & Rice Products, Beans, Beans",Female,Bronze,7,511,Credit Card,Shipped,5,55+
7450034,M32409,"15668375, 15669764, 7579698, 15669856, 15668460, 15668458, 15669805, 15668381, 7579697, 15668687, 15669866, 15668463, 15668520, 15668378, 15669778, 15669777, 15668473",22-08-2013,"Root Vegetables, Besan, Cream Biscuits, Sugar, Gourd & Cucumber, Brinjals, Cashews, Other Vegetables, Cream Biscuits, Root Vegetables, Other Pulses, Gourd & Cucumber, Bread, Other Vegetables, Other Pulses, Urad Dal, Beans",Female,Gold,8,835,Credit Card,Delivered,17,55+
7450147,M43831,"7637309, 15669861, 15669786, 7587494, 15669764, 15668465, 15668462, 15669799, 15669817, 15668457",21-08-2013,"Mosquito Repellent, Raw Peanuts,Flat Rice, Organic Masalas & Spices, Besan, Root Vegetables, Gourd & Cucumber, Raisins, Whole Spices, Brinjals",Male,Gold,7,80,Cash,Delivered,10,55+
7450168,M96365,"15669996, 7629391, 15669783, 15668688, 15668467, 15669878, 15669778",21-08-2013,"Other Pulses, Glucose, Marie & Milk Biscuits, Millet flour, Root Vegetables, Beans, Kidney Beans, Other Pulses",Male,Gold,0,684,Cash,Pending,7,55+
7450246,M45470,"15669878, 15668465, 15668377, 15669789, 21408947, 15669773, 7580823, 15669791",21-08-2013,"Kidney Beans, Root Vegetables, Root Vegetables, Boiled Rice, Other Rice Products, Urad Dal, Sunflower Oils, Raw Rice",Male,Silver,4,802,Credit Card,Shipped,8,55+
7450693,M18732,15668478,22-08-2013,Banana,Female,Bronze,10,415,Cash,Pending,1,19-25
7450808,M14746,"15669961, 15668381, 7598777, 15670251, 15670260, 15669807, 15670157, 15668462, 15670259, 15669970, 15668471, 15669965, 15669957",22-08-2013,"Other Dry Fruits, Other Vegetables, Agarbatti, Organic F&V, Organic F&V, Other Dry Fruits, Organic F&V, Gourd & Cucumber, Organic F&V, Cashews, Beans, Raisins, Other Dry Fruits",Female,Bronze,8,201,PayPal,Delivered,13,0-18
7450810,M50038,"15668468, 7580089, 15669860, 15669856, 7586309, 15669803, 15669815, 34986119, 15668457, 15668595, 15668495, 34986134, 21409129, 15669864",22-08-2013,"Beans, Ice Creams & Desserts, Moong Dal, Sugar, Chips, Cashews, Jaggery, Whole Spices, Brinjals, Exotic Vegetables, Exotic Vegetables, Whole Spices, Whole Grains, Other Pulses",Male,Gold,4,479,PayPal,Shipped,14,26-35
7451164,M99206,"15668467, 15669825, 15669776, 15668451, 15668462, 7572301, 7611899, 7569802, 15668416, 15668688, 15669881",22-08-2013,"Beans, Boiled Rice, Other Pulses, Brinjals, Gourd & Cucumber, Snacks, Honey, Snacks, Banana, Root Vegetables, Millet flour",Male,Silver,10,592,Cash,Delivered,11,55+
7451179,M82651,"15669760, 15668457, 15668379, 15669988, 7572302, 92392618",22-08-2013,"Whole Spices, Brinjals, Other Vegetables, Other Pulses, Snacks, Shaving Cream, Foam & Gels",Male,Gold,7,535,PayPal,Pending,6,55+
7451185,M56489,"7596673, 15669764, 7569624, 7624792, 15669771, 34986401, 92956738",22-08-2013,"Cream Biscuits, Besan, Salty Biscuits, Ghee, Maida, Yogurt & Lassi, Yogurt & Lassi",Male,Gold,3,499,Cash,Shipped,7,55+
7451196,M54796,"15668448, 15668460",22-08-2013,"Exotic Vegetables, Gourd & Cucumber",Female,Silver,5,14,Cash,Delivered,2,0-18
7451521,M62656,"15669836, 15668688, 15668469, 7623116, 15668379, 21409129, 15669830",22-08-2013,"Raw Rice, Root Vegetables, Beans, Liquid Soaps & Bars, Other Vegetables, Whole Grains, Other Rice Products",Female,Gold,6,299,Credit Card,Pending,7,0-18
7451583,M43977,"15668688, 15668594, 15669781, 15668478, 15669777, 15668494, 15668477, 15668449, 15669870, 15669760, 15669815, 15669861, 34986328, 15669784, 15669764, 7630965, 15669780",22-08-2013,"Root Vegetables, Exotic Vegetables, Rice Flour, Banana, Urad Dal, Exotic Vegetables, Exotic Vegetables, Exotic Vegetables, Millet flour, Whole Spices, Jaggery, Raw Peanuts, Kidney Beans, Basmati Rice, Besan, Regular Pasta, Sugar",Female,Bronze,6,666,PayPal,Shipped,17,55+
7451718,M22037,"15669814, 7580802, 15669860, 15669775, 7570596, 15669856, 15668379, 34986449, 7629391, 15669880, 15668377",23-08-2013,"Jaggery, Sunflower Oils, Moong Dal, Millet flour, Liquid Soaps & Bars, Sugar, Other Vegetables, Toothpaste, Glucose, Marie & Milk Biscuits, Millet flour, Root Vegetables",Male,Bronze,2,810,Cash,Pending,11,0-18
7451765,M46325,"15668685, 15668378, 15668375, 15670251, 15668465, 15668467, 15669832",23-08-2013,"Beans, Other Vegetables, Root Vegetables, Organic F&V, Root Vegetables, Beans, Sugar",Male,Bronze,1,730,Credit Card,Delivered,7,55+
7451792,M78365,"15669790, 15669834, 15669875, 15669856",23-08-2013,"Other Rice Products, Raw Rice, Kidney Beans, Sugar",Female,Gold,2,713,Credit Card,Shipped,4,55+
7451864,M12127,"15670250, 21410667, 7753743, 15668688, 92434169, 7718555, 15670251, 21410627, 7587656, 7587491, 15670157, 7587702, 15668478, 15670196, 7587488, 15670260",23-08-2013,"Organic F&V, Organic Flours, Health Drinks, Root Vegetables, Other Sweets, Other Oils, Organic F&V, Organic Masalas & Spices, Organic Rice & Rice Products, Organic Flours, Organic F&V, Organic Flours, Banana, Organic F&V, Organic Salt,Sugar & Jaggery, Organic F&V",Female,Silver,6,308,Credit Card,Delivered,16,36-45
7452059,M43831,"7582051, 15668460, 15668462, 15669818",23-08-2013,"Health Drinks, Gourd & Cucumber, Gourd & Cucumber, Whole Spices",Male,Silver,10,361,Credit Card,Pending,4,55+
7452295,M09303,"15670251, 7572251",23-08-2013,"Organic F&V, Cooking Paste",Male,Bronze,1,139,Credit Card,Shipped,2,55+
7452395,M36432,"15668477, 7547224, 7577025",23-08-2013,"Exotic Vegetables, Home & Air Freshener, Phenyles & Acids",Male,Bronze,1,930,PayPal,Shipped,3,55+
7452440,M51278,"7585573, 7580034, 7580089, 7586311",23-08-2013,"Cakes, Ice Creams & Desserts, Ice Creams & Desserts, Chips",Male,Bronze,3,108,Cash,Delivered,4,55+
7452452,M35538,"15668471, 7586556, 15668465, 15670157, 15668688, 7586553, 7692619, 7586526, 15668478, 7587673, 15670251",23-08-2013,"Beans, Snacks, Root Vegetables, Organic F&V, Root Vegetables, Snacky Nuts, Shaving Blade & Razors, Snacky Nuts, Banana, Organic Pulses & Pulses, Organic F&V",Female,Silver,7,284,Cash,Pending,11,26-35
7452499,M40184,"15670251, 15668468, 15669995",23-08-2013,"Organic F&V, Beans, Other Pulses",Female,Silver,7,689,PayPal,Delivered,3,55+
7452671,M48938,"15668379, 7753740, 15669880, 15668463, 15669783, 15668458, 15668416, 15669817, 15669887, 15669869",23-08-2013,"Other Vegetables, Health Drinks, Millet flour, Gourd & Cucumber, Millet flour, Brinjals, Banana, Whole Spices, Maida, Moong Dal",Female,Bronze,7,127,Credit Card,Delivered,10,19-25
7452826,M25900,"15670270, 15668449, 15669764, 34986274, 15669864, 15670251, 15669760, 15668379, 93025752, 7625770, 15668462, 15668468, 15669821, 15669810, 7575476, 92910993, 15669773, 7571454",24-08-2013,"Other Pulses, Exotic Vegetables, Besan, Toothpaste, Other Pulses, Organic F&V, Whole Spices, Other Vegetables, Cream Biscuits, Packaged Drinking Water, Gourd & Cucumber, Beans, Whole Spices, Almonds, Pain Relievers, Snacks, Urad Dal, Cream Biscuits",Male,Bronze,10,604,Credit Card,Pending,18,26-35
7452832,M58939,"15669770, 15670267, 15669780, 15669880, 15669783, 7580823",24-08-2013,"Other Flours, Kidney Beans, Sugar, Millet flour, Millet flour, Sunflower Oils",Female,Bronze,7,595,Credit Card,Shipped,6,55+
7453071,M64379,"7753739, 15668478, 7586502, 15668465, 7587691, 7587495, 15668455, 15669830, 93009339, 7587658, 7629391, 15670251",24-08-2013,"Health Drinks, Banana, Chips, Root Vegetables, Organic Masalas & Spices, Organic Pulses & Pulses, Brinjals, Other Rice Products, Organic Flours, Organic Salt,Sugar & Jaggery, Glucose, Marie & Milk Biscuits, Organic F&V",Male,Bronze,7,778,Cash,Pending,12,55+
7453340,M55932,"34986330, 15670251, 15668457, 7580823",23-08-2013,"Raw Rice, Organic F&V, Brinjals, Sunflower Oils",Male,Bronze,6,354,Cash,Shipped,4,55+
7453672,M54619,"92380489, 34986135, 7632452, 15669764, 15670251, 15669765, 15668474, 15668378, 15669961",23-08-2013,"Vermicelli, Whole Spices, Liquid Detergent, Besan, Organic F&V, Urad Dal, Beans, Other Vegetables, Other Dry Fruits",Female,Gold,8,707,Cash,Pending,9,55+
7453680,M99030,"15668379, 15668453, 15669870, 15668468, 15668475, 15668460, 15669884, 15668688, 15669764",23-08-2013,"Other Vegetables, Brinjals, Millet flour, Beans, Beans, Gourd & Cucumber, Whole Spices, Root Vegetables, Besan",Female,Bronze,6,567,Credit Card,Shipped,9,0-18
7453751,M27871,"7572254, 15670252, 15670196, 7752915, 15668688, 15669878, 15668453, 15670250, 15668480, 15668378, 15670251",24-08-2013,"Cooking Sauce, Organic F&V, Organic F&V, Health Supplements, Root Vegetables, Kidney Beans, Brinjals, Organic F&V, Bread, Other Vegetables, Organic F&V",Female,Bronze,7,809,PayPal,Delivered,11,36-45
